"","class","order","family","species","AaM","longevity","juvMort","adMort","svl","fecundity","birth.svl","mass","Terr","AdTerr","IF","repmode","na_count"
"14034","Actinopterygii","Perciformes","Apogonidae","Jaydia striatodes",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14035","Actinopterygii","Perciformes","Apogonidae","Jaydia tchefouensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14036","Actinopterygii","Perciformes","Apogonidae","Jaydia truncata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14037","Actinopterygii","Clupeiformes","Clupeidae","Jenkinsia lamprotaenia",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14038","Actinopterygii","Clupeiformes","Clupeidae","Jenkinsia majua",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14039","Actinopterygii","Clupeiformes","Clupeidae","Jenkinsia parvula",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14040","Actinopterygii","Clupeiformes","Clupeidae","Jenkinsia stolifera",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14041","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia alternimaculata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14042","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia diphyes",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14043","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia eigenmanni",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14044","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia eirmostigma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14045","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia lineata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14046","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia luxata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14047","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia maculata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14048","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia multidentata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14049","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia obscura",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14050","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia onca",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14051","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia sanctaecatarinae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14052","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia tucumana",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14053","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia unitaenia",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14054","Actinopterygii","Cyprinodontiformes","Anablepidae","Jenynsia weitzmani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,1,8
"14055","Actinopterygii","Cypriniformes","Balitoridae","Jinshaia abbreviata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14056","Actinopterygii","Cypriniformes","Balitoridae","Jinshaia niulanjiangensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14057","Actinopterygii","Cypriniformes","Balitoridae","Jinshaia sinensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14058","Actinopterygii","Perciformes","Sciaenidae","Johnius amblycephalus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14059","Actinopterygii","Perciformes","Sciaenidae","Johnius australis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14060","Actinopterygii","Perciformes","Sciaenidae","Johnius belangerii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14061","Actinopterygii","Perciformes","Sciaenidae","Johnius borneensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14062","Actinopterygii","Perciformes","Sciaenidae","Johnius cantori",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14063","Actinopterygii","Perciformes","Sciaenidae","Johnius carutta",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14064","Actinopterygii","Perciformes","Sciaenidae","Johnius coitor",NA,NA,NA,NA,NA,75038.5,NA,NA,"0","0",0,0,7
"14065","Actinopterygii","Perciformes","Sciaenidae","Johnius dorsalis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14066","Actinopterygii","Perciformes","Sciaenidae","Johnius dussumieri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14067","Actinopterygii","Perciformes","Sciaenidae","Johnius elongatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14068","Actinopterygii","Perciformes","Sciaenidae","Johnius fasciatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14069","Actinopterygii","Perciformes","Sciaenidae","Johnius fuscolineatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14070","Actinopterygii","Perciformes","Sciaenidae","Johnius glaucus",NA,11,NA,NA,NA,9500,NA,NA,"0","0",0,0,6
"14071","Actinopterygii","Perciformes","Sciaenidae","Johnius goldmani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14072","Actinopterygii","Perciformes","Sciaenidae","Johnius grypotus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14073","Actinopterygii","Perciformes","Sciaenidae","Johnius hypostoma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14074","Actinopterygii","Perciformes","Sciaenidae","Johnius laevis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14075","Actinopterygii","Perciformes","Sciaenidae","Johnius latifrons",NA,8,NA,NA,NA,25000,NA,NA,"0","0",0,0,6
"14076","Actinopterygii","Perciformes","Sciaenidae","Johnius macropterus",NA,47,NA,NA,NA,7450000,NA,NA,"0","0",0,0,6
"14077","Actinopterygii","Perciformes","Sciaenidae","Johnius macrorhynus",NA,18,NA,NA,NA,23960.5,NA,NA,"0","0",0,0,6
"14078","Actinopterygii","Perciformes","Sciaenidae","Johnius majan",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14079","Actinopterygii","Perciformes","Sciaenidae","Johnius mannarensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14080","Actinopterygii","Perciformes","Sciaenidae","Johnius novaehollandiae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14081","Actinopterygii","Perciformes","Sciaenidae","Johnius pacificus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14082","Actinopterygii","Perciformes","Sciaenidae","Johnius philippinus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14083","Actinopterygii","Perciformes","Sciaenidae","Johnius plagiostoma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14084","Actinopterygii","Perciformes","Sciaenidae","Johnius trewavasae",NA,8,NA,NA,NA,50151.5,NA,NA,"0","0",0,0,6
"14085","Actinopterygii","Perciformes","Sciaenidae","Johnius weberi",NA,7,NA,NA,NA,NA,NA,NA,"0","0",0,0,7
"14086","Actinopterygii","Perciformes","Chaetodontidae","Johnrandallia nigrirostris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14087","Actinopterygii","Tetraodontiformes","Triacanthodidae","Johnsonina eriomma",NA,NA,NA,NA,NA,20,NA,NA,"0","0",0,0,7
"14088","Actinopterygii","Cyprinodontiformes","Cyprinodontidae","Jordanella floridae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14089","Actinopterygii","Scorpaeniformes","Cottidae","Jordania zonope",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",1,0,8
"14090","Actinopterygii","Mugiliformes","Mugilidae","Joturus pichardi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14091","Actinopterygii","Perciformes","Cichlidae","Julidochromis dickfeldi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14092","Actinopterygii","Perciformes","Cichlidae","Julidochromis marksmithi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14093","Actinopterygii","Perciformes","Cichlidae","Julidochromis marlieri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14094","Actinopterygii","Perciformes","Cichlidae","Julidochromis ornatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14095","Actinopterygii","Perciformes","Cichlidae","Julidochromis regani",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14096","Actinopterygii","Perciformes","Cichlidae","Julidochromis transcriptus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14097","Actinopterygii","Characiformes","Characidae","Jupiaba abramoides",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14098","Actinopterygii","Characiformes","Characidae","Jupiaba acanthogaster",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14099","Actinopterygii","Characiformes","Characidae","Jupiaba apenima",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14100","Actinopterygii","Characiformes","Characidae","Jupiaba asymmetrica",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14101","Actinopterygii","Characiformes","Characidae","Jupiaba atypindi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14102","Actinopterygii","Characiformes","Characidae","Jupiaba citrina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14103","Actinopterygii","Characiformes","Characidae","Jupiaba elassonaktis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14104","Actinopterygii","Characiformes","Characidae","Jupiaba essequibensis",NA,NA,NA,NA,NA,125,NA,NA,"0","0",NA,0,8
"14105","Actinopterygii","Characiformes","Characidae","Jupiaba iasy",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14106","Actinopterygii","Characiformes","Characidae","Jupiaba keithi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14107","Actinopterygii","Characiformes","Characidae","Jupiaba kurua",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14108","Actinopterygii","Characiformes","Characidae","Jupiaba maroniensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14109","Actinopterygii","Characiformes","Characidae","Jupiaba meunieri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14110","Actinopterygii","Characiformes","Characidae","Jupiaba minor",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14111","Actinopterygii","Characiformes","Characidae","Jupiaba mucronata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14112","Actinopterygii","Characiformes","Characidae","Jupiaba ocellata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14113","Actinopterygii","Characiformes","Characidae","Jupiaba paranatinga",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14114","Actinopterygii","Characiformes","Characidae","Jupiaba pinnata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14115","Actinopterygii","Characiformes","Characidae","Jupiaba pirana",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14116","Actinopterygii","Characiformes","Characidae","Jupiaba poekotero",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14117","Actinopterygii","Characiformes","Characidae","Jupiaba polylepis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14118","Actinopterygii","Characiformes","Characidae","Jupiaba poranga",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14119","Actinopterygii","Characiformes","Characidae","Jupiaba potaroensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14120","Actinopterygii","Characiformes","Characidae","Jupiaba scologaster",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14121","Actinopterygii","Characiformes","Characidae","Jupiaba yarina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14122","Actinopterygii","Characiformes","Characidae","Jupiaba zonata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14123","Actinopterygii","Clupeiformes","Engraulidae","Jurengraulis juruensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14124","Actinopterygii","Perciformes","Istiophoridae","Kajikia albida",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14125","Actinopterygii","Perciformes","Istiophoridae","Kajikia audax",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14126","Actinopterygii","Perciformes","Chiasmodontidae","Kali colubrina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14127","Actinopterygii","Perciformes","Chiasmodontidae","Kali falx",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14128","Actinopterygii","Perciformes","Chiasmodontidae","Kali indica",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14129","Actinopterygii","Perciformes","Chiasmodontidae","Kali kerberti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14130","Actinopterygii","Perciformes","Chiasmodontidae","Kali macrodon",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14131","Actinopterygii","Perciformes","Chiasmodontidae","Kali macrura",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14132","Actinopterygii","Perciformes","Chiasmodontidae","Kali parri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14133","Actinopterygii","Cypriniformes","Cyprinidae","Kalimantania lawak",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14134","Actinopterygii","Siluriformes","Doradidae","Kalyptodoras bahiensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14135","Actinopterygii","Pleuronectiformes","Bothidae","Kamoharaia megastoma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14136","Actinopterygii","Scorpaeniformes","Aploactinidae","Kanekonia florida",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14137","Actinopterygii","Scorpaeniformes","Aploactinidae","Kanekonia pelta",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14138","Actinopterygii","Scorpaeniformes","Aploactinidae","Kanekonia queenslandica",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14139","Actinopterygii","Perciformes","Acropomatidae","Kaperangus microlepis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14140","Actinopterygii","Perciformes","Tripterygiidae","Karalepis stewarti",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14141","Actinopterygii","Perciformes","Leiognathidae","Karalla daura",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14142","Actinopterygii","Perciformes","Leiognathidae","Karalla dussumieri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14143","Actinopterygii","Pleuronectiformes","Pleuronectidae","Kareius bicoloratus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14144","Actinopterygii","Perciformes","Gobiidae","Karsten totoyensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14145","Actinopterygii","Perciformes","Stichaeidae","Kasatkia memorabilis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14146","Actinopterygii","Perciformes","Stichaeidae","Kasatkia seigeli",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14147","Actinopterygii","Perciformes","Sciaenidae","Kathala axillaris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14148","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma albigutta",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14149","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma averruncus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14150","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma binigrasella",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14151","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma canaster",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14152","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma cubana",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14153","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma fluviatilis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14154","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma giganteum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14155","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma laeve",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14156","Actinopterygii","Perciformes","Uranoscopidae","Kathetostoma nigrofasciatum",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14157","Actinopterygii","Cypriniformes","Balitoridae","Katibasia insidiosa",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14158","Actinopterygii","Perciformes","Cichlidae","Katria katria",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14159","Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14160","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys atronasus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14161","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys brachychirus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14162","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys diodontus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14163","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys hyoproroides",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14164","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys japonicus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14165","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys nuchalis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14166","Actinopterygii","Syngnathiformes","Syngnathidae","Kaupus costatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14167","Actinopterygii","Perciformes","Gobiidae","Kelloggella avaiki",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14168","Actinopterygii","Perciformes","Gobiidae","Kelloggella cardinalis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14169","Actinopterygii","Perciformes","Gobiidae","Kelloggella disalvoi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14170","Actinopterygii","Perciformes","Gobiidae","Kelloggella oligolepis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14171","Actinopterygii","Perciformes","Gobiidae","Kelloggella quindecimfasciata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14172","Actinopterygii","Perciformes","Gobiidae","Kelloggella tricuspidata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14173","Actinopterygii","Anguilliformes","Congridae","Kenyaconger heemstrai",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14174","Actinopterygii","Anguilliformes","Ophichthidae","Kertomichthys blastorhinos",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14175","Actinopterygii","Atheriniformes","Atherinidae","Kestratherina brevirostris",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14176","Actinopterygii","Atheriniformes","Atherinidae","Kestratherina esox",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14177","Actinopterygii","Siluriformes","Ariidae","Ketengus typus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14178","Actinopterygii","Cypriniformes","Cobitidae","Kichulchoia brevifasciata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14179","Actinopterygii","Perciformes","Cichlidae","Kihnichthys ufermanni",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14180","Actinopterygii","Perciformes","Eleotridae","Kimberleyeleotris hutchinsi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14181","Actinopterygii","Perciformes","Eleotridae","Kimberleyeleotris notata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14182","Actinopterygii","Syngnathiformes","Syngnathidae","Kimblaeus bassensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14183","Actinopterygii","Characiformes","Crenuchidae","Klausewitzia ritae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14184","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria auriculata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14185","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria katangae",NA,19,NA,NA,NA,NA,NA,NA,"0","0",0,0,7
"14186","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria paucisquamata",NA,NA,NA,NA,NA,1268,NA,NA,"0","0",0,0,7
"14187","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria ruaha",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14188","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria rukwaensis",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14189","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria sjolandersi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14190","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria stappersii",NA,14,NA,NA,NA,NA,NA,NA,"0","0",0,0,7
"14191","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria uluguru",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14192","Actinopterygii","Gonorynchiformes","Kneriidae","Kneria wittei",NA,24,NA,NA,NA,NA,NA,NA,"0","0",0,0,7
"14193","Actinopterygii","Perciformes","Gobiidae","Knipowitschia byblisia",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14194","Actinopterygii","Perciformes","Gobiidae","Knipowitschia cameliae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14195","Actinopterygii","Perciformes","Gobiidae","Knipowitschia caucasica",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14196","Actinopterygii","Perciformes","Gobiidae","Knipowitschia caunosi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14197","Actinopterygii","Perciformes","Gobiidae","Knipowitschia croatica",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14198","Actinopterygii","Perciformes","Gobiidae","Knipowitschia ephesi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14199","Actinopterygii","Perciformes","Gobiidae","Knipowitschia goerneri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14200","Actinopterygii","Perciformes","Gobiidae","Knipowitschia iljini",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14201","Actinopterygii","Perciformes","Gobiidae","Knipowitschia longecaudata",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14202","Actinopterygii","Perciformes","Gobiidae","Knipowitschia mermere",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14203","Actinopterygii","Perciformes","Gobiidae","Knipowitschia milleri",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14204","Actinopterygii","Perciformes","Gobiidae","Knipowitschia montenegrina",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14205","Actinopterygii","Perciformes","Gobiidae","Knipowitschia mrakovcici",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14206","Actinopterygii","Perciformes","Gobiidae","Knipowitschia panizzae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14207","Actinopterygii","Perciformes","Gobiidae","Knipowitschia punctatissima",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14208","Actinopterygii","Perciformes","Gobiidae","Knipowitschia radovici",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14209","Actinopterygii","Perciformes","Gobiidae","Knipowitschia thessala",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",0,0,8
"14210","Actinopterygii","Characiformes","Characidae","Knodus borki",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14211","Actinopterygii","Characiformes","Characidae","Knodus breviceps",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14212","Actinopterygii","Characiformes","Characidae","Knodus caquetae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14213","Actinopterygii","Characiformes","Characidae","Knodus chapadae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14214","Actinopterygii","Characiformes","Characidae","Knodus delta",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14215","Actinopterygii","Characiformes","Characidae","Knodus dorsomaculatus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14216","Actinopterygii","Characiformes","Characidae","Knodus figueiredoi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14217","Actinopterygii","Characiformes","Characidae","Knodus gamma",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14218","Actinopterygii","Characiformes","Characidae","Knodus geryi",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14219","Actinopterygii","Characiformes","Characidae","Knodus heteresthes",NA,NA,NA,NA,NA,175,NA,NA,"0","0",NA,0,8
"14220","Actinopterygii","Characiformes","Characidae","Knodus hypopterus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14221","Actinopterygii","Characiformes","Characidae","Knodus longus",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14222","Actinopterygii","Characiformes","Characidae","Knodus megalops",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14223","Actinopterygii","Characiformes","Characidae","Knodus meridae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14224","Actinopterygii","Characiformes","Characidae","Knodus mizquae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14225","Actinopterygii","Characiformes","Characidae","Knodus moenkhausii",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
"14226","Actinopterygii","Characiformes","Characidae","Knodus orteguasae",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,0,9
