"","class","order","family","species","AaM","longevity","juvMort","adMort","svl","fecundity","birth.svl","mass","Terr","AdTerr","IF","repmode","na_count"
"172","Actinopterygii","Perciformes","Embiotocidae","Ditrema temminckii temminckii",1,4,3.87120101090789,0.5,24,16,NA,144.1999969,"0","0",1,1,1
"173","Actinopterygii","Perciformes","Epigonidae","Epigonus occidentalis",NA,NA,NA,NA,25.79999924,NA,NA,149,"0","0",0,0,6
"174","Actinopterygii","Perciformes","Stichaeidae","Bryozoichthys lysimus",NA,NA,NA,NA,27,NA,NA,150,"0","0",0,0,6
"175","Actinopterygii","Cypriniformes","Cyprinidae","Capoeta buhsei",NA,NA,NA,NA,25.38999939,NA,NA,150.1000061,"0","0",0,0,6
"176","Actinopterygii","Characiformes","Anostomidae","Abramites eques",NA,NA,NA,NA,18.5,NA,NA,151,"0","0",0,0,6
"177","Actinopterygii","Siluriformes","Loricariidae","Chaetostoma yurubiense",NA,NA,NA,NA,17,NA,NA,151.3000031,"0","0",0,0,6
"178","Actinopterygii","Tetraodontiformes","Ostraciidae","Acanthostracion polygonius",NA,NA,NA,NA,50,NA,NA,152.3999939,"0","0",0,0,6
"179","Actinopterygii","Characiformes","Curimatidae","Curimatella meyeri",NA,NA,NA,NA,17.20000076,NA,NA,152.5,"0","0",0,0,6
"180","Actinopterygii","Perciformes","Cichlidae","Crenicichla menezesi",NA,NA,NA,NA,18.89999962,NA,NA,152.6999969,"0","0",0,0,6
"181","Actinopterygii","Siluriformes","Loricariidae","Ancistrus ranunculus",NA,NA,NA,NA,19.5,NA,NA,153.6699982,"0","0",0,0,6
"182","Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii pallasii",3.275,10,11.2880225543907,0.233918128654971,46,11875,NA,154.55,"0","0",0,0,1
"183","Actinopterygii","Perciformes","Cichlidae","Crenicichla celidochilus",NA,NA,NA,NA,26.79999924,NA,NA,162,"0","0",0,0,6
"184","Actinopterygii","Siluriformes","Loricariidae","Dasyloricaria filamentosa",NA,NA,NA,NA,32.20000076,NA,NA,170,"0","0",0,0,6
"185","Actinopterygii","Perciformes","Epigonidae","Epigonus pandionis",NA,NA,NA,NA,23.5,NA,NA,172.3000031,"0","0",0,0,6
"186","Actinopterygii","Siluriformes","Clariidae","Clarias agboyiensis",NA,NA,NA,NA,29,NA,NA,178,"0","0",0,0,6
"187","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira",NA,NA,NA,NA,40,NA,NA,180,"0","0",0,0,6
"188","Actinopterygii","Osteoglossiformes","Mormyridae","Cyphomyrus psittacus",NA,NA,NA,NA,30,NA,NA,190,"0","0",0,0,6
"189","Actinopterygii","Clupeiformes","Clupeidae","Alosa pseudoharengus",2,4,10.4042628404486,0.333333333333333,40,16500,NA,200,"0","0",0,0,1
"190","Actinopterygii","Clupeiformes","Clupeidae","Alosa aestivalis",NA,NA,NA,NA,40,NA,NA,200,"0","0",0,0,6
"191","Actinopterygii","Perciformes","Trichodontidae","Arctoscopus japonicus",NA,NA,NA,NA,30,NA,NA,200,"0","0",0,0,6
"192","Actinopterygii","Cypriniformes","Nemacheilidae","Barbatula barbatula",NA,NA,NA,NA,21,NA,NA,200,"0","0",0,0,6
"193","Actinopterygii","Cypriniformes","Cyprinidae","Barbus meridionalis",NA,NA,NA,NA,26.14999962,NA,NA,200,"0","0",0,0,6
"194","Actinopterygii","Characiformes","Alestidae","Brycinus nurse",NA,NA,NA,NA,25,NA,NA,200,"0","0",0,0,6
"195","Actinopterygii","Perciformes","Channidae","Channa gachua",2.5,10,11.1418617835794,0.285714285714286,28.79999924,9200,NA,201.3999939,"0","0",0,0,1
"196","Actinopterygii","Perciformes","Cichlidae","Crenicichla minuano",NA,NA,NA,NA,26,NA,NA,204,"0","0",0,0,6
"197","Actinopterygii","Characiformes","Curimatidae","Curimata roseni",NA,NA,NA,NA,19.5,NA,NA,209.6999969,"0","0",0,0,6
"198","Actinopterygii","Characiformes","Characidae","Cynopotamus kincaidi",NA,NA,NA,NA,25.79999924,NA,NA,219,"0","0",NA,0,7
"199","Actinopterygii","Characiformes","Curimatidae","Curimatella alburna",NA,NA,NA,NA,18.79999924,NA,NA,220.3300018,"0","0",0,0,6
"200","Actinopterygii","Characiformes","Acestrorhynchidae","Acestrorhynchus microlepis",NA,NA,NA,NA,37,NA,NA,230,"0","0",0,0,6
"201","Actinopterygii","Characiformes","Curimatidae","Curimata vittata",NA,10,NA,NA,19.60000038,NA,NA,231.6399994,"0","0",0,0,5
"202","Actinopterygii","Siluriformes","Clariidae","Clarias ebriensis",NA,NA,NA,NA,31.5,NA,NA,240,"0","0",0,0,6
"203","Actinopterygii","Characiformes","Curimatidae","Cyphocharax magdalenae",NA,NA,NA,NA,24,NA,NA,240,"0","0",0,0,6
"204","Actinopterygii","Siluriformes","Doradidae","Centrochir crocodili",NA,NA,NA,NA,22.5,NA,NA,247.5,"0","0",0,0,6
"205","Actinopterygii","Clupeiformes","Clupeidae","Alosa caspia",NA,NA,NA,NA,32,NA,NA,250,"0","0",0,0,6
"206","Actinopterygii","Characiformes","Acestrorhynchidae","Acestrorhynchus falcatus",NA,NA,NA,NA,30,NA,NA,255,"0","0",0,0,6
"207","Actinopterygii","Batrachoidiformes","Batrachoididae","Aphos porosus",NA,NA,NA,NA,28,NA,NA,265,"0","0",0,0,6
"208","Actinopterygii","Perciformes","Cichlidae","Geophagus megasema",NA,NA,NA,NA,18.89999962,NA,NA,272.1799927,"0","0",0,0,6
"209","Actinopterygii","Perciformes","Cichlidae","Crenicichla missioneira",NA,6,NA,NA,28.29999924,NA,NA,273,"0","0",0,0,5
"210","Actinopterygii","Siluriformes","Auchenipteridae","Ageneiosus ucayalensis",NA,NA,NA,NA,35.20000076,NA,NA,276,"0","0",1,0,6
"211","Actinopterygii","Perciformes","Cichlidae","Geophagus altifrons",NA,NA,NA,NA,26.5,NA,NA,277,"0","0",0,0,6
"212","Actinopterygii","Syngnathiformes","Fistulariidae","Fistularia tabacaria",NA,NA,NA,NA,200,125,NA,279.0100098,"0","0",0,0,5
"213","Actinopterygii","Siluriformes","Cetopsidae","Cetopsis coecutiens",NA,NA,NA,NA,27.29999924,NA,NA,280,"0","0",0,0,6
"214","Actinopterygii","Perciformes","Cichlidae","Geophagus argyrostictus",NA,NA,NA,NA,24.20000076,NA,NA,280,"0","0",0,0,6
"215","Actinopterygii","Perciformes","Cichlidae","Crenicichla jurubi",NA,NA,NA,NA,30.29999924,NA,NA,285.5,"0","0",0,0,6
"216","Actinopterygii","Perciformes","Cichlidae","Crenicichla igara",NA,NA,NA,NA,31.20000076,NA,NA,298,"0","0",0,0,6
"217","Actinopterygii","Characiformes","Alestidae","Brycinus brevis",NA,NA,NA,NA,25,NA,NA,300,"0","0",0,0,6
"218","Actinopterygii","Characiformes","Alestidae","Brycinus imberi",NA,NA,NA,NA,19.79999924,NA,NA,300,"0","0",0,0,6
"219","Actinopterygii","Perciformes","Cichlidae","Coptodon zillii",NA,NA,NA,NA,40,NA,NA,300,"0","0",0,0,6
"220","Actinopterygii","Perciformes","Carangidae","Decapterus punctatus",NA,NA,NA,NA,30,NA,NA,300,"0","0",0,0,6
"221","Actinopterygii","Siluriformes","Loricariidae","Chaetostoma leucomelas",NA,NA,NA,NA,20,NA,NA,310,"0","0",0,0,6
"222","Actinopterygii","Perciformes","Sparidae","Diplodus annularis",NA,NA,NA,NA,27.5,NA,NA,330,"0","0",0,0,6
"223","Actinopterygii","Cypriniformes","Cyprinidae","Cyclocheilichthys apogon",3,1.75,NA,0.25,28.70000076,NA,NA,340.6000061,"0","0",0,0,3
"224","Actinopterygii","Characiformes","Characidae","Galeocharax humeralis",NA,NA,NA,NA,30.5,NA,NA,346.8999939,"0","0",NA,0,7
"225","Actinopterygii","Perciformes","Gerreidae","Eugerres mexicanus",NA,NA,NA,NA,24.20000076,NA,NA,347,"0","0",0,0,6
"226","Actinopterygii","Siluriformes","Doradidae","Doras higuchii",NA,NA,NA,NA,32.5,NA,NA,349,"0","0",0,0,6
"227","Actinopterygii","Batrachoidiformes","Batrachoididae","Batrachoides manglae",NA,NA,NA,NA,30,NA,NA,350,"0","0",0,0,6
"228","Actinopterygii","Lophiiformes","Chaunacidae","Chaunax suttkusi",NA,NA,NA,NA,26.70000076,NA,NA,359,"0","0",0,0,6
"229","Actinopterygii","Scorpaeniformes","Cottidae","Artediellus camchaticus",NA,NA,NA,NA,16.5,NA,NA,370,"0","0",1,0,6
"230","Actinopterygii","Perciformes","Bathymasteridae","Bathymaster signatus",NA,NA,NA,NA,38,NA,NA,370,"0","0",0,0,6
"231","Actinopterygii","Siluriformes","Auchenipteridae","Auchenipterus osteomystax",NA,NA,NA,NA,41,NA,NA,380,"0","0",1,0,6
"232","Actinopterygii","Characiformes","Acestrorhynchidae","Acestrorhynchus pantaneiro",NA,NA,NA,NA,35.20000076,NA,NA,396,"0","0",0,0,6
"233","Actinopterygii","Perciformes","Gobiidae","Acanthogobius hasta",NA,NA,NA,NA,50,1299,NA,400,"0","0",0,0,5
"234","Actinopterygii","Cyprinodontiformes","Anablepidae","Anableps anableps",NA,NA,NA,NA,30,12,NA,400,"0","0",1,1,5
"235","Actinopterygii","Characiformes","Characidae","Galeocharax knerii",NA,NA,NA,NA,33.09999847,NA,NA,403,"0","0",NA,0,7
"236","Actinopterygii","Siluriformes","Loricariidae","Baryancistrus chrysolomus",NA,NA,NA,NA,29.60000038,NA,NA,410,"0","0",0,0,6
"237","Actinopterygii","Clupeiformes","Chirocentridae","Chirocentrus nudus",NA,NA,NA,NA,100,NA,NA,410,"0","0",0,0,6
"238","Actinopterygii","Perciformes","Cichlidae","Crenicichla lacustris",NA,NA,NA,NA,35.20000076,NA,NA,427.7999878,"0","0",0,0,6
"239","Actinopterygii","Perciformes","Cichlidae","Crenicichla vittata",NA,4,NA,NA,26,NA,NA,430,"0","0",0,0,5
"240","Actinopterygii","Perciformes","Cichlidae","Crenicichla lugubris",0.75,2,NA,0.571428571428571,32.90000153,NA,NA,440,"0","0",0,0,3
"241","Actinopterygii","Perciformes","Centrarchidae","Ambloplites constellatus",NA,NA,NA,NA,27.89999962,NA,NA,450,"0","0",0,0,6
"242","Actinopterygii","Salmoniformes","Salmonidae","Coregonus pollan",NA,NA,NA,NA,35,NA,NA,450,"0","0",0,0,6
"243","Actinopterygii","Perciformes","Sparidae","Boops boops",NA,NA,NA,NA,40,NA,NA,455,"0","0",0,0,6
"244","Actinopterygii","Clupeiformes","Clupeidae","Alosa saposchnikowii",NA,NA,NA,NA,38.09999847,NA,NA,469,"0","0",0,0,6
"245","Actinopterygii","Cypriniformes","Cobitidae","Chromobotia macracanthus",NA,NA,NA,NA,30.5,NA,NA,469,"0","0",0,0,6
"246","Actinopterygii","Characiformes","Hemiodontidae","Argonectes robertsi",NA,NA,NA,NA,35.5,NA,NA,483,"0","0",0,0,6
"247","Actinopterygii","Scorpaeniformes","Cyclopteridae","Eumicrotremus soldatovi",NA,NA,NA,NA,26,NA,NA,485,"0","0",0,0,6
"248","Actinopterygii","Characiformes","Cynodontidae","Cynodon gibbus",NA,NA,NA,NA,32.20000076,NA,NA,487.6600037,"0","0",0,0,6
"249","Actinopterygii","Cyprinodontiformes","Anablepidae","Anableps microlepis",1.75,5,NA,0.363636363636364,32,NA,NA,500,"0","0",1,1,3
"250","Actinopterygii","Characiformes","Alestidae","Alestes baremoze",NA,NA,NA,NA,41.5,NA,NA,500,"0","0",0,0,6
"251","Actinopterygii","Siluriformes","Ariidae","Arius jella",NA,NA,NA,NA,30,150,NA,500,"0","0",0,0,5
"252","Actinopterygii","Osteoglossiformes","Mormyridae","Campylomormyrus tamandua",NA,NA,NA,NA,43,NA,NA,500,"0","0",0,0,6
"253","Actinopterygii","Cypriniformes","Cyprinidae","Carassioides acuminatus",NA,NA,NA,NA,NA,NA,NA,500,"0","0",0,0,7
"254","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus zachirus",NA,NA,NA,NA,32,NA,NA,500,"0","0",0,0,6
"255","Actinopterygii","Perciformes","Channichthyidae","Channichthys rhinoceratus",NA,NA,NA,NA,60,NA,NA,500,"0","0",0,0,6
"256","Actinopterygii","Cypriniformes","Cyprinidae","Cirrhinus molitorella",NA,NA,NA,NA,55,NA,NA,500,"0","0",0,0,6
"257","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus acutidorsalis",NA,NA,NA,NA,27,NA,NA,500,"0","0",0,0,6
"258","Actinopterygii","Siluriformes","Loricariidae","Baryancistrus xanthellus",NA,NA,NA,NA,29.70000076,NA,NA,510,"0","0",0,0,6
"259","Actinopterygii","Perciformes","Cichlidae","Dimidiochromis kiwinge",NA,NA,NA,NA,30,NA,NA,515,"0","0",0,0,6
"260","Actinopterygii","Siluriformes","Loricariidae","Baryancistrus niveatus",NA,NA,NA,NA,34,NA,NA,520,"0","0",0,0,6
"261","Actinopterygii","Perciformes","Gerreidae","Gerres cinereus",NA,NA,NA,NA,41,NA,NA,530,"0","0",0,0,6
"262","Actinopterygii","Salmoniformes","Salmonidae","Coregonus reighardi",NA,NA,NA,NA,36,NA,NA,539,"0","0",0,0,6
"263","Actinopterygii","Atheriniformes","Atherinopsidae","Chirostoma estor",NA,NA,NA,NA,42,NA,NA,540,"0","0",0,0,6
"264","Actinopterygii","Perciformes","Sparidae","Archosargus rhomboidalis",NA,5,NA,NA,33,NA,NA,550,"0","0",0,0,5
"265","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides cinereus",NA,NA,NA,NA,66,NA,NA,550,"0","0",0,0,6
"266","Actinopterygii","Characiformes","Curimatidae","Cyphocharax voga",NA,NA,NA,NA,26.29999924,NA,NA,551.2999878,"0","0",0,0,6
"267","Actinopterygii","Salmoniformes","Salmonidae","Coregonus sardinella",NA,NA,NA,NA,47,NA,NA,555,"0","0",0,0,6
"268","Actinopterygii","Perciformes","Centrarchidae","Centrarchus macropterus",NA,NA,NA,NA,29.20000076,NA,NA,560,"0","0",0,0,6
"269","Actinopterygii","Perciformes","Carangidae","Decapterus tabl",NA,NA,NA,NA,50,NA,NA,560,"0","0",0,0,6
"270","Actinopterygii","Perciformes","Cichlidae","Geophagus proximus",NA,NA,NA,NA,30.69999981,NA,NA,562,"0","0",0,0,6
"271","Actinopterygii","Perciformes","Sparidae","Acanthopagrus longispinnis",NA,NA,NA,NA,31.39999962,NA,NA,566.4000244,"0","0",0,0,6
"272","Actinopterygii","Perciformes","Haemulidae","Conodon nobilis",NA,NA,NA,NA,33.59999847,NA,NA,588,"0","0",0,0,6
"273","Actinopterygii","Characiformes","Curimatidae","Curimata mivartii",NA,NA,NA,NA,32,NA,NA,598.2999878,"0","0",0,0,6
"274","Actinopterygii","Characiformes","Alestidae","Alestes dentex",NA,NA,NA,NA,55,NA,NA,600,"0","0",0,0,6
"275","Actinopterygii","Clupeiformes","Clupeidae","Alosa macedonica",NA,NA,NA,NA,35.09999847,NA,NA,600,"0","0",0,0,6
"276","Actinopterygii","Cypriniformes","Cyprinidae","Culter alburnus",NA,NA,NA,NA,92.80000305,NA,NA,600,"0","0",0,0,6
"277","Actinopterygii","Perciformes","Centrarchidae","Ambloplites cavifrons",NA,NA,NA,NA,36,NA,NA,620,"0","0",0,0,6
"278","Actinopterygii","Perciformes","Zoarcidae","Bothrocarina nigrocaudata",NA,NA,NA,NA,45,NA,NA,620,"0","0",1,1,6
"279","Actinopterygii","Cypriniformes","Cyprinidae","Folifer brevifilis",NA,NA,NA,NA,40.5,NA,NA,626.2000122,"0","0",0,0,6
"280","Actinopterygii","Tetraodontiformes","Diodontidae","Chilomycterus schoepfii",NA,NA,NA,NA,27.89999962,NA,NA,630,"0","0",0,0,6
"281","Actinopterygii","Scorpaeniformes","Platycephalidae","Cymbacephalus nematophthalmus",NA,4,NA,NA,58,NA,NA,655,"0","0",0,0,5
"282","Actinopterygii","Perciformes","Bramidae","Brama orcini",NA,NA,NA,NA,42,NA,NA,663,"0","0",0,0,6
"283","Actinopterygii","Perciformes","Sparidae","Calamus calamus",NA,NA,NA,NA,56,NA,NA,680,"0","0",0,0,6
"284","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus affinis",NA,NA,NA,NA,49.5,NA,NA,680,"0","0",0,0,6
"285","Actinopterygii","Cypriniformes","Cyprinidae","Capoeta aculeata",NA,NA,NA,NA,37.29999924,NA,NA,695.0999756,"0","0",0,0,6
"286","Actinopterygii","Perciformes","Embiotocidae","Embiotoca jacksoni",2,7,4.44265125649032,0.333333333333333,39,17,NA,700,"0","0",1,1,1
"287","Actinopterygii","Pleuronectiformes","Bothidae","Bothus podas",NA,NA,NA,NA,45,NA,NA,700,"0","0",0,0,6
"288","Actinopterygii","Perciformes","Sciaenidae","Cheilotrema saturnum",NA,NA,NA,NA,45,NA,NA,700,"0","0",0,0,6
"289","Actinopterygii","Perciformes","Scaridae","Chlorurus japanensis",NA,NA,NA,NA,31,NA,NA,700,"0","0",0,0,6
"290","Actinopterygii","Perciformes","Cichlidae","Cichla melaniae",NA,NA,NA,NA,36,NA,NA,710,"0","0",0,0,6
"291","Actinopterygii","Scorpaeniformes","Liparidae","Allocareproctus jordani",NA,NA,NA,NA,34,NA,NA,730,"0","0",0,0,6
"292","Actinopterygii","Anguilliformes","Anguillidae","Anguilla mossambica",NA,NA,NA,NA,135,NA,NA,750,"0","0",0,0,6
"293","Actinopterygii","Perciformes","Drepaneidae","Drepane africana",NA,NA,NA,NA,45,NA,NA,750,"0","0",0,0,6
"294","Actinopterygii","Clupeiformes","Clupeidae","Alosa agone",NA,NA,NA,NA,42.59999847,NA,NA,760,"0","0",0,0,6
"295","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys diceraus",NA,NA,NA,NA,32,NA,NA,760,"0","0",1,0,6
"296","Actinopterygii","Perciformes","Cichlidae","Crenicichla iguassuensis",NA,NA,NA,NA,33,NA,NA,767,"0","0",0,0,6
"297","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron immaculatus",NA,NA,NA,NA,37.5,NA,NA,775,"0","0",0,0,6
"298","Actinopterygii","Perciformes","Arripidae","Arripis georgianus",NA,NA,NA,NA,41,NA,NA,800,"0","0",0,0,6
"299","Actinopterygii","Perciformes","Haemulidae","Genyatremus luteus",NA,NA,NA,NA,37,NA,NA,800,"0","0",0,0,6
"300","Actinopterygii","Perciformes","Cichlidae","Chetia flaviventris",NA,NA,NA,NA,20,NA,NA,815,"0","0",0,0,6
"301","Actinopterygii","Perciformes","Centrarchidae","Ambloplites ariommus",NA,NA,NA,NA,30.5,NA,NA,820,"0","0",0,0,6
"302","Actinopterygii","Cypriniformes","Cyprinidae","Capoeta banarescui",NA,NA,NA,NA,40,NA,NA,838,"0","0",0,0,6
"303","Actinopterygii","Perciformes","Zoarcidae","Bothrocarina microcephala",NA,NA,NA,NA,50,NA,NA,860,"0","0",1,1,6
"304","Actinopterygii","Perciformes","Aplodactylidae","Aplodactylus punctatus",NA,NA,NA,NA,43.70000076,NA,NA,862,"0","0",0,0,6
"305","Actinopterygii","Perciformes","Haemulidae","Anisotremus scapularis",NA,NA,NA,NA,58,NA,NA,896,"0","0",0,0,6
"306","Actinopterygii","Perciformes","Acanthuridae","Acanthurus grammoptilus",NA,NA,NA,NA,35,NA,NA,900,"0","0",0,0,6
"307","Actinopterygii","Cypriniformes","Cyprinidae","Chagunius nicholsi",NA,NA,NA,NA,30,NA,NA,900,"0","0",0,0,6
"308","Actinopterygii","Perciformes","Lutjanidae","Aphareus furca",NA,NA,NA,NA,70,NA,NA,906,"0","0",0,0,6
"309","Actinopterygii","Cypriniformes","Catostomidae","Catostomus latipinnis",NA,NA,NA,NA,56,NA,NA,920,"0","0",0,0,6
"310","Actinopterygii","Perciformes","Haemulidae","Anisotremus virginicus",NA,NA,NA,NA,40.59999847,NA,NA,930,"0","0",0,0,6
"311","Actinopterygii","Cypriniformes","Cyprinidae","Ballerus ballerus",NA,NA,NA,NA,40,NA,NA,940,"0","0",0,0,6
"312","Actinopterygii","Cypriniformes","Cyprinidae","Chanodichthys dabryi",NA,NA,NA,NA,53.09999847,NA,NA,947,"0","0",0,0,6
"313","Actinopterygii","Mugiliformes","Mugilidae","Aldrichetta forsteri",NA,NA,NA,NA,50,NA,NA,950,"0","0",0,0,6
"314","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys spinosus",NA,NA,NA,NA,40,NA,NA,950,"0","0",0,0,6
"315","Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus",NA,NA,NA,NA,60,NA,NA,956,"0","0",0,0,6
"316","Actinopterygii","Siluriformes","Auchenipteridae","Ageneiosus pardalis",NA,NA,NA,NA,46.20000076,NA,NA,972,"0","0",1,0,6
"317","Actinopterygii","Perciformes","Sciaenidae","Atrobucca brevis",12,69,17.8585618257988,0.0769230769230769,26,1e+06,NA,1000,"0","0",0,0,1
"318","Actinopterygii","Scorpaeniformes","Cottidae","Alcichthys elongatus",NA,NA,NA,NA,44,NA,NA,1000,"0","0",1,0,6
"319","Actinopterygii","Cypriniformes","Cyprinidae","Blicca bjoerkna",NA,NA,NA,NA,45.5,NA,NA,1000,"0","0",0,0,6
"320","Actinopterygii","Perciformes","Sparidae","Calamus penna",NA,NA,NA,NA,46,NA,NA,1000,"0","0",0,0,6
"321","Actinopterygii","Perciformes","Carangidae","Caranx rhonchus",NA,NA,NA,NA,60,NA,NA,1000,"0","0",0,0,6
"322","Actinopterygii","Cypriniformes","Cyprinidae","Chondrostoma regium",NA,NA,NA,NA,40,NA,NA,1000,"0","0",0,0,6
"323","Actinopterygii","Perciformes","Cichlidae","Coptodon dageti",NA,NA,NA,NA,40,NA,NA,1000,"0","0",0,0,6
"324","Actinopterygii","Salmoniformes","Salmonidae","Coregonus albula",NA,NA,NA,NA,48,NA,NA,1000,"0","0",0,0,6
"325","Actinopterygii","Perciformes","Sciaenidae","Cynoscion jamaicensis",NA,NA,NA,NA,50,NA,NA,1000,"0","0",0,0,6
"326","Actinopterygii","Clupeiformes","Clupeidae","Ethmalosa fimbriata",NA,NA,NA,NA,46,NA,NA,1000,"0","0",0,0,6
"327","Actinopterygii","Perciformes","Gerreidae","Diapterus auratus",NA,NA,NA,NA,42.79999924,NA,NA,1005.400024,"0","0",0,0,6
"328","Actinopterygii","Esociformes","Esocidae","Esox americanus",NA,NA,NA,NA,39.40000153,136.75,NA,1020,"0","0",0,0,5
"329","Actinopterygii","Perciformes","Gerreidae","Eugerres plumieri",NA,NA,NA,NA,40,NA,NA,1020,"0","0",0,0,6
"330","Actinopterygii","Perciformes","Centropomidae","Centropomus ensiferus",NA,NA,NA,NA,36.19499969,NA,NA,1025,"0","0",0,0,6
"331","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus variegatus",NA,NA,NA,NA,44,NA,NA,1035,"0","0",0,0,6
"332","Actinopterygii","Clupeiformes","Clupeidae","Clupea harengus",NA,NA,NA,NA,45,NA,NA,1050,"0","0",0,0,6
"333","Actinopterygii","Osteoglossiformes","Mormyridae","Cyphomyrus discorhynchus",NA,NA,NA,NA,31,NA,NA,1100,"0","0",0,0,6
"334","Actinopterygii","Cypriniformes","Cyprinidae","Carassius langsdorfii",NA,NA,NA,NA,39,NA,NA,1140,"0","0",0,0,6
"335","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus multitaeniatus",NA,7,NA,NA,42,NA,NA,1148.099976,"0","0",0,0,5
"336","Actinopterygii","Siluriformes","Clariidae","Clarias batrachus",NA,NA,NA,NA,47,NA,NA,1190,"0","0",0,0,6
"337","Actinopterygii","Perciformes","Sparidae","Evynnis ehrenbergii",NA,NA,NA,NA,43,NA,NA,1196,"0","0",0,0,6
"338","Actinopterygii","Pleuronectiformes","Pleuronectidae","Acanthopsetta nadeshnyi",NA,NA,NA,NA,46,NA,NA,1200,"0","0",0,0,6
"339","Actinopterygii","Clupeiformes","Clupeidae","Alosa kessleri",NA,NA,NA,NA,52,NA,NA,1200,"0","0",0,0,6
"340","Actinopterygii","Batrachoidiformes","Batrachoididae","Amphichthys cryptocentrus",NA,NA,NA,NA,40,NA,NA,1200,"0","0",0,0,6
"341","Actinopterygii","Scorpaeniformes","Liparidae","Careproctus colletti",NA,NA,NA,NA,44,NA,NA,1200,"0","0",0,0,6
"342","Actinopterygii","Perciformes","Eleotridae","Dormitator latifrons",NA,NA,NA,NA,40,NA,NA,1200,"0","0",0,0,6
"343","Actinopterygii","Pleuronectiformes","Pleuronectidae","Cleisthenes herzensteini",NA,NA,NA,NA,47,NA,NA,1215,"0","0",0,0,6
"344","Actinopterygii","Perciformes","Malacanthidae","Branchiostegus japonicus",NA,NA,NA,NA,46,NA,NA,1250,"0","0",0,0,6
"345","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus folletti",NA,NA,NA,NA,42,NA,NA,1300,"0","0",0,0,6
"346","Actinopterygii","Perciformes","Sparidae","Diplodus vulgaris",NA,NA,NA,NA,45,NA,NA,1300,"0","0",0,0,6
"347","Actinopterygii","Gadiformes","Gadidae","Eleginus gracilis",NA,NA,NA,NA,55,NA,NA,1300,"0","0",0,0,6
"348","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus williamsi",NA,NA,NA,NA,46.90000153,NA,NA,1310,"0","0",0,0,6
"349","Actinopterygii","Anguilliformes","Muraenidae","Enchelycore nigricans",NA,NA,NA,NA,100,NA,NA,1320,"0","0",0,0,6
"350","Actinopterygii","Siluriformes","Schilbeidae","Eutropiichthys vacha",NA,NA,NA,NA,38.20000076,NA,NA,1350,"0","0",0,0,6
"351","Actinopterygii","Cypriniformes","Cyprinidae","Enteromius mattozi",NA,1,NA,NA,40,NA,NA,1355,"0","0",0,0,5
"352","Actinopterygii","Perciformes","Centrarchidae","Ambloplites rupestris",NA,NA,NA,NA,43,NA,NA,1360,"0","0",0,0,6
"353","Actinopterygii","Scorpaeniformes","Psychrolutidae","Cottunculus thomsonii",NA,NA,NA,NA,43,NA,NA,1360,"0","0",0,0,6
"354","Actinopterygii","Tetraodontiformes","Balistidae","Abalistes filamentosus",NA,NA,NA,NA,28.39999962,NA,NA,1375,"0","0",0,0,6
"355","Actinopterygii","Beloniformes","Belonidae","Belone belone",NA,NA,NA,NA,103.5,NA,NA,1418,"0","0",0,0,6
"356","Actinopterygii","Perciformes","Centrarchidae","Archoplites interruptus",NA,NA,NA,NA,73,NA,NA,1440,"0","0",0,0,6
"357","Actinopterygii","Pleuronectiformes","Pleuronectidae","Colistium nudipinnis",2.5,12,10.8637951698271,0.285714285714286,90,5500,NA,1500,"0","0",0,0,1
"358","Actinopterygii","Perciformes","Sparidae","Acanthopagrus latus",NA,NA,NA,NA,40,NA,NA,1500,"0","0",0,0,6
"359","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus niger",NA,NA,NA,NA,47,27.5,NA,1500,"0","0",0,0,5
"360","Actinopterygii","Clupeiformes","Clupeidae","Alosa fallax",NA,NA,NA,NA,60,NA,NA,1500,"0","0",0,0,6
"361","Actinopterygii","Perciformes","Terapontidae","Bidyanus bidyanus",NA,NA,NA,NA,40,400,NA,1500,"0","0",0,0,5
"362","Actinopterygii","Perciformes","Malacanthidae","Branchiostegus semifasciatus",NA,NA,NA,NA,60,NA,NA,1500,"0","0",0,0,6
"363","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys kumu",NA,NA,NA,NA,60,NA,NA,1500,"0","0",0,0,6
"364","Actinopterygii","Cypriniformes","Cyprinidae","Chondrostoma nasus",NA,NA,NA,NA,50,NA,NA,1500,"0","0",0,0,6
"365","Actinopterygii","Characiformes","Distichodontidae","Distichodus engycephalus",NA,NA,NA,NA,40,NA,NA,1500,"0","0",0,0,6
